depth	pctMut	addQual	readsNotAtSite	readsAtSiteNoMod	readsAtSiteMod	readReads	simulatedCount	simulatedRecoveredCount	foundCount	foundSimulatedCount
10	0.01	0	588	10	0	16000	0	0	0	0
10	0.01	0	562	10	0	16000	0	0	0	0
10	0.01	0	550	10	0	16000	0	0	0	0
10	0.01	0	542	10	0	16000	0	0	0	0
10	0.01	0	608	10	0	16000	0	0	1	0
10	0.01	0	612	10	0	16000	0	0	0	0
10	0.01	0	596	10	0	16000	0	0	0	0
10	0.01	0	648	10	0	16000	0	0	1	0
10	0.01	0	500	10	0	16000	0	0	0	0
10	0.01	0	606	10	0	16000	0	0	0	0
10	0.01	0	620	10	0	16000	0	0	0	0
10	0.01	0	528	10	0	16000	0	0	1	0
10	0.01	0	522	10	0	16000	0	0	0	0
10	0.01	0	562	10	0	16000	0	0	0	0
10	0.01	0	608	10	0	16000	0	0	0	0
10	0.01	0	568	10	0	16000	0	0	0	0
10	0.01	0	590	10	0	16000	0	0	1	0
10	0.01	0	536	10	0	16000	0	0	0	0
10	0.01	0	556	10	0	16000	0	0	0	0
10	0.01	0	584	10	0	16000	0	0	0	0
10	0.01	0	556	10	0	16000	0	0	1	0
10	0.01	0	572	10	0	16000	0	0	0	0
10	0.01	0	544	10	0	16000	0	0	0	0
10	0.01	0	564	10	0	16000	0	0	0	0
10	0.01	0	540	10	0	16000	0	0	0	0
10	0.01	0	554	10	0	16000	0	0	0	0
10	0.01	0	584	10	0	16000	0	0	1	0
10	0.01	0	596	10	0	16000	0	0	0	0
10	0.01	0	560	10	0	16000	0	0	1	0
10	0.01	0	522	10	0	16000	0	0	1	0
10	0.01	0	558	10	0	16000	0	0	1	0
